name,price,emi,kilometer,fuel,transmission,link
2018 Maruti IGNIS,3.82 lakh,"EMI ₹8,497/m","66,369 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-bangalore-10261262789/
2019 Maruti Celerio,3.46 lakh,"EMI ₹6,108/m","32,347 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-bangalore-10273861729/
2017 Volkswagen Polo,4.95 lakh,"EMI ₹11,011/m","1,10,827 km",Petrol,Auto,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-bangalore-10258167706/
2018 Tata NEXON,6.69 lakh,"EMI ₹13,079/m","61,495 km",Diesel,Manual,https://www.cars24.com/buy-used-tata-nexon-2018-cars-bangalore-10233867701/
2017 Maruti Vitara Brezza,6.29 lakh,"EMI ₹13,992/m","62,035 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-bangalore-10206263723/
2015 Renault Lodgy,3.93 lakh,"EMI ₹13,053/m","59,062 km",Diesel,Manual,https://www.cars24.com/buy-used-renault-lodgy-2015-cars-bangalore-10203669730/
2021 Maruti Vitara Brezza,7.15 lakh,"EMI ₹12,622/m","64,384 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-bangalore-10279465748/
2020 Tata NEXON,5.85 lakh,"EMI ₹13,013/m","1,20,533 km",Petrol,Manual,https://www.cars24.com/buy-used-tata-nexon-2020-cars-bangalore-23592265783/
2015 Honda Brio,2.88 lakh,"EMI ₹7,584/m","1,01,243 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-brio-2015-cars-bangalore-10203263757/
2016 Volkswagen Ameo,3.70 lakh,"EMI ₹8,230/m","55,453 km",Petrol,Manual,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-bangalore-10225665739/
2013 Nissan Sunny,2.36 lakh,"EMI ₹11,109/m","1,15,796 km",Petrol,Manual,https://www.cars24.com/buy-used-nissan-sunny-2013-cars-bangalore-10224664737/
2018 Tata Tiago,3.23 lakh,"EMI ₹5,702/m","79,795 km",Petrol,Manual,https://www.cars24.com/buy-used-tata-tiago-2018-cars-bangalore-10236468786/
2012 Hyundai i20,2.60 lakh,N/A,"88,320 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-bangalore-10284760739/
2015 Maruti Celerio,2.68 lakh,"EMI ₹7,057/m","65,133 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10235268737/
2019 Hyundai Creta,7.23 lakh,"EMI ₹12,763/m","55,661 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-bangalore-10215363722/
2017 Maruti S Cross,5.49 lakh,"EMI ₹12,212/m","87,034 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-bangalore-10249065756/
2023 Maruti BREZZA,8.87 lakh,"EMI ₹15,188/m","67,663 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-brezza-2023-cars-bangalore-10249863726/
2018 Maruti Alto 800,2.43 lakh,"EMI ₹4,290/m","52,429 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-bangalore-10227264722/
2020 Maruti Swift,4.99 lakh,"EMI ₹8,809/m","39,595 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-swift-2020-cars-bangalore-11103366726/
2018 Tata NEXON,5.50 lakh,"EMI ₹12,234/m","1,48,849 km",Diesel,Auto,https://www.cars24.com/buy-used-tata-nexon-2018-cars-bangalore-10205163743/
2016 Hyundai Elite i20,4.24 lakh,"EMI ₹11,152/m","1,13,689 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-bangalore-10284400759/
2014 Toyota Etios,3.31 lakh,"EMI ₹15,581/m","1,27,530 km",Diesel,Manual,https://www.cars24.com/buy-used-toyota-etios-2014-cars-bangalore-10272502728/
2018 Jeep Compass,8.08 lakh,"EMI ₹13,835/m","77,870 km",Petrol,Auto,https://www.cars24.com/buy-used-jeep-compass-2018-cars-bangalore-10240064786/
2013 Toyota Etios,3.31 lakh,"EMI ₹15,560/m","29,726 km",Petrol,Manual,https://www.cars24.com/buy-used-toyota-etios-2013-cars-bangalore-10276960714/
2022 Hyundai NEW I20,6.94 lakh,"EMI ₹12,251/m","67,753 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-new-i20-2022-cars-bangalore-11114264735/
2022 Maruti XL6,9.13 lakh,"EMI ₹15,633/m","58,698 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-bangalore-10250268731/
2023 Toyota URBAN CRUISER HYRYDER,13.65 lakh,"EMI ₹23,372/m","33,241 km",Petrol,Manual,https://www.cars24.com/buy-used-toyota-urban-cruiser-hyryder-2023-cars-bangalore-10232763773/
2017 Hyundai Creta,6.64 lakh,"EMI ₹12,981/m","75,155 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10205469725/
2013 Honda CRV,6.39 lakh,"EMI ₹30,080/m","87,053 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-crv-2013-cars-bangalore-10263269740/
2016 Maruti Swift Dzire,3.78 lakh,"EMI ₹9,954/m","1,19,730 km",Diesel,Auto,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-bangalore-10292364727/
2021 MG HECTOR,11.99 lakh,"EMI ₹20,530/m","36,689 km",Petrol,Auto,https://www.cars24.com/buy-used-mg-hector-2021-cars-bangalore-10205862744/
2014 Honda City,4.27 lakh,"EMI ₹14,183/m","79,085 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10290762742/
2017 Maruti Ciaz,4.08 lakh,"EMI ₹9,076/m","1,24,963 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-bangalore-10225461721/
2018 Tata TIGOR,3.84 lakh,"EMI ₹6,779/m","83,225 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-tigor-2018-cars-bangalore-17308661710/
2012 Ford Classic,1.80 lakh,N/A,"1,17,669 km",Diesel,Manual,https://www.cars24.com/buy-used-ford-classic-2012-cars-bangalore-10262561785/
2021 Renault Kwid,2.78 lakh,"EMI ₹4,907/m","21,616 km",Petrol,Manual,https://www.cars24.com/buy-used-renault-kwid-2021-cars-bangalore-10202360737/
2022 Renault Kiger,5.79 lakh,"EMI ₹10,230/m","34,838 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-kiger-2022-cars-bangalore-10267664737/
2022 Renault Kiger,5.64 lakh,"EMI ₹9,965/m","75,045 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-kiger-2022-cars-bangalore-10205304794/
2013 Hyundai Grand i10,2.72 lakh,"EMI ₹24,167/m","63,054 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-bangalore-10215465780/
2017 Honda City,6.07 lakh,"EMI ₹11,867/m","88,755 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2017-cars-bangalore-10293362714/
2020 Hyundai GRAND I10 NIOS,3.73 lakh,"EMI ₹8,297/m","1,33,572 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-bangalore-11437064788/
2014 Maruti Swift,3.57 lakh,"EMI ₹16,805/m","1,38,153 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-swift-2014-cars-bangalore-10285969740/
2021 Hyundai Creta,10.25 lakh,"EMI ₹17,550/m","47,624 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-bangalore-10229069771/
2022 Tata NEXON,7.10 lakh,"EMI ₹12,533/m","73,242 km",Diesel,Manual,https://www.cars24.com/buy-used-tata-nexon-2022-cars-bangalore-10228067743/
2021 Ford Ecosport,7.78 lakh,"EMI ₹13,734/m","35,117 km",Petrol,Auto,https://www.cars24.com/buy-used-ford-ecosport-2021-cars-bangalore-10254165724/
2018 Maruti Swift,4.50 lakh,"EMI ₹7,944/m","79,375 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-swift-2018-cars-bangalore-10245862720/
2016 Hyundai Eon,2.49 lakh,"EMI ₹5,539/m","57,414 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-bangalore-10215961744/
2022 Maruti Swift,6.12 lakh,"EMI ₹10,806/m","2,913 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-swift-2022-cars-bangalore-10226465788/
2015 Honda City,5.03 lakh,"EMI ₹13,246/m","57,421 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2015-cars-bangalore-10294967726/
2016 Maruti Ciaz,3.91 lakh,"EMI ₹8,698/m","1,18,566 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-bangalore-10215464788/
2013 Hyundai Eon,1.81 lakh,"EMI ₹8,520/m","60,553 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-eon-2013-cars-bangalore-10273168749/
2018 Renault Kwid,2.60 lakh,"EMI ₹4,590/m","58,890 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10235565740/
2017 Maruti Ciaz,4.82 lakh,"EMI ₹9,413/m","76,258 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-bangalore-10226967751/
2017 Renault Kwid,2.18 lakh,"EMI ₹4,849/m","1,12,993 km",Petrol,Manual,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10201365731/
2016 Honda City,3.80 lakh,"EMI ₹8,453/m","1,29,337 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10261061734/
2022 Hyundai Creta,10.24 lakh,"EMI ₹17,542/m","46,509 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-creta-2022-cars-bangalore-10267769715/
2020 Renault Duster,6.96 lakh,"EMI ₹12,277/m","47,967 km",Petrol,Manual,https://www.cars24.com/buy-used-renault-duster-2020-cars-bangalore-10219900797/
2018 Honda City,7.35 lakh,"EMI ₹14,369/m","33,999 km",Diesel,Manual,https://www.cars24.com/buy-used-honda-city-2018-cars-bangalore-10275966736/
2016 Hyundai Verna,4.54 lakh,"EMI ₹11,956/m","90,522 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-bangalore-10091705736/
2015 Volkswagen Vento,4.29 lakh,"EMI ₹14,232/m","70,604 km",Diesel,Auto,https://www.cars24.com/buy-used-volkswagen-vento-2015-cars-bangalore-10229309713/
2018 Honda Jazz,4.32 lakh,"EMI ₹7,626/m","42,536 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-jazz-2018-cars-bangalore-16548268733/
2013 Hyundai Grand i10,2.86 lakh,"EMI ₹13,463/m","60,841 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-bangalore-12328362751/
2016 Hyundai Creta,6.99 lakh,"EMI ₹18,407/m","77,649 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-bangalore-10289666754/
2017 Tata Tiago,2.96 lakh,"EMI ₹5,787/m","82,116 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10209865755/
2017 Renault Kwid,2.49 lakh,"EMI ₹4,868/m","77,568 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10225069720/
2013 Honda Brio,2.08 lakh,"EMI ₹9,791/m","1,11,069 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-brio-2013-cars-bangalore-10208562731/
2021 Renault TRIBER,4.65 lakh,"EMI ₹8,209/m","79,688 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-triber-2021-cars-bangalore-10212365721/
2021 MG HECTOR,11.93 lakh,"EMI ₹20,427/m","30,620 km",Diesel,Manual,https://www.cars24.com/buy-used-mg-hector-2021-cars-bangalore-10243660738/
2013 Volkswagen Jetta,4.54 lakh,"EMI ₹40,337/m","97,845 km",Diesel,Auto,https://www.cars24.com/buy-used-volkswagen-jetta-2013-cars-bangalore-10285363721/
2020 Hyundai VENUE,7.53 lakh,"EMI ₹13,293/m","36,989 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-bangalore-10282264734/
2017 Ford Ecosport,5.54 lakh,"EMI ₹10,831/m","45,261 km",Petrol,Auto,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-bangalore-10281166786/
2016 Mahindra XUV500,5.55 lakh,"EMI ₹14,615/m","1,39,547 km",Diesel,Manual,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-bangalore-10240461776/
2018 Honda WR-V,5.57 lakh,"EMI ₹10,889/m","70,050 km",Diesel,Manual,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-bangalore-14025704748/
2019 Toyota Glanza,5.34 lakh,"EMI ₹9,427/m","73,932 km",Petrol,Auto,https://www.cars24.com/buy-used-toyota-glanza-2019-cars-bangalore-10252067786/
2019 Maruti Baleno,6.63 lakh,"EMI ₹11,695/m","72,348 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-bangalore-10293060739/
2015 Maruti Swift,3.70 lakh,"EMI ₹9,744/m","92,771 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-swift-2015-cars-bangalore-10203561720/
2020 MG HECTOR,9.68 lakh,"EMI ₹21,047/m","1,25,669 km",Diesel,Manual,https://www.cars24.com/buy-used-mg-hector-2020-cars-bangalore-23659762721/
2021 Ford Ecosport,7.53 lakh,"EMI ₹13,300/m","78,579 km",Diesel,Manual,https://www.cars24.com/buy-used-ford-ecosport-2021-cars-bangalore-10566168737/
2017 Maruti Dzire,4.00 lakh,"EMI ₹7,820/m","86,374 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-bangalore-10242263781/
2017 Renault Kwid,2.29 lakh,"EMI ₹4,477/m","38,949 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10239964742/
2018 Jeep Compass,7.99 lakh,"EMI ₹17,773/m","1,42,330 km",Diesel,Manual,https://www.cars24.com/buy-used-jeep-compass-2018-cars-bangalore-10299160748/
2018 Maruti Baleno,5.02 lakh,"EMI ₹8,862/m","88,778 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-bangalore-10231065749/
2022 KIA SONET,6.80 lakh,"EMI ₹12,004/m","84,667 km",Petrol,Manual,https://www.cars24.com/buy-used-kia-sonet-2022-cars-bangalore-10231865780/
2017 Volkswagen Polo,4.76 lakh,"EMI ₹9,306/m","66,923 km",Petrol,Manual,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-bangalore-10263566710/
2012 Tata Safari Storme,3.99 lakh,N/A,"1,05,487 km",Diesel,Manual,https://www.cars24.com/buy-used-tata-safari-storme-2012-cars-bangalore-10235265745/
2019 Maruti Swift,4.97 lakh,"EMI ₹8,773/m","56,949 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-swift-2019-cars-bangalore-10247966732/
2012 Volkswagen Polo,2.25 lakh,N/A,"67,695 km",Diesel,Manual,https://www.cars24.com/buy-used-volkswagen-polo-2012-cars-bangalore-11135268778/
2013 Volkswagen Cross Polo,3.07 lakh,"EMI ₹27,277/m","45,994 km",Diesel,Manual,https://www.cars24.com/buy-used-volkswagen-cross-polo-2013-cars-bangalore-10299869756/
2020 Ford Ecosport,6.50 lakh,"EMI ₹11,474/m","31,605 km",Petrol,Manual,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-bangalore-10260061705/
2017 Honda Jazz,4.04 lakh,"EMI ₹7,898/m","88,389 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10296061776/
2017 Tata Tiago,3.07 lakh,"EMI ₹6,002/m","66,664 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-11279368786/
2013 Hyundai i20,2.21 lakh,"EMI ₹10,403/m","1,14,467 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10218369739/
2018 Maruti Ertiga,6.53 lakh,"EMI ₹11,527/m","68,874 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-bangalore-10283765709/
2018 Hyundai Elite i20,5.75 lakh,"EMI ₹10,150/m","49,659 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-bangalore-10244564742/
2017 Hyundai Elite i20,4.30 lakh,"EMI ₹8,407/m","86,738 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-bangalore-10259065701/
2018 Maruti Ciaz,5.00 lakh,"EMI ₹8,835/m","46,800 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-bangalore-10207967716/
2018 Maruti Vitara Brezza,6.60 lakh,"EMI ₹12,903/m","60,821 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-bangalore-10214666750/
2015 Skoda Rapid,4.09 lakh,"EMI ₹13,585/m","75,430 km",Diesel,Auto,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-bangalore-13780762742/
2014 Hyundai Xcent,2.66 lakh,"EMI ₹8,835/m","79,225 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-bangalore-10445769776/
2022 Skoda KUSHAQ,12.03 lakh,"EMI ₹20,598/m","27,874 km",Petrol,Auto,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-bangalore-10206169788/
2013 Honda Amaze,2.78 lakh,"EMI ₹13,086/m","44,029 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-amaze-2013-cars-bangalore-10253760738/
2013 Hyundai i20,2.80 lakh,"EMI ₹13,181/m","38,164 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10212168749/
2015 Maruti Celerio,2.80 lakh,"EMI ₹7,373/m","75,308 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10282961731/
2015 Maruti Ciaz,4.25 lakh,"EMI ₹11,192/m","78,140 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-bangalore-10243568731/
2016 Hyundai i10,2.84 lakh,"EMI ₹6,317/m","73,753 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-i10-2016-cars-bangalore-10219563702/
2012 Chevrolet Aveo,1.77 lakh,"EMI ₹15,771/m","37,964 km",Petrol,Manual,https://www.cars24.com/buy-used-chevrolet-aveo-2012-cars-bangalore-10252705728/
2013 Mahindra Verito,1.81 lakh,"EMI ₹16,082/m","95,734 km",Diesel,Manual,https://www.cars24.com/buy-used-mahindra-verito-2013-cars-bangalore-10274460788/
2021 Hyundai NEW I20,6.44 lakh,"EMI ₹11,368/m","27,206 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-bangalore-10215863749/
2012 Honda City,2.82 lakh,"EMI ₹25,055/m","80,063 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-city-2012-cars-bangalore-10264169747/
2018 Maruti S Cross,5.90 lakh,"EMI ₹13,134/m","1,13,361 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-bangalore-10266768749/
2020 Hyundai VENUE,7.27 lakh,"EMI ₹12,834/m","44,006 km",Diesel,Manual,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-bangalore-23662661727/
2014 Ford Ecosport,3.49 lakh,"EMI ₹11,592/m","76,530 km",Petrol,Auto,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-bangalore-10238060703/
2016 Tata Tiago,3.31 lakh,"EMI ₹7,374/m","46,127 km",Petrol,Manual,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10259665789/
2023 Tata NEXON,7.16 lakh,"EMI ₹12,631/m","40,612 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-nexon-2023-cars-bangalore-10234765752/
2019 Ford New Figo,3.52 lakh,"EMI ₹7,830/m","1,47,195 km",Diesel,Manual,https://www.cars24.com/buy-used-ford-new-figo-2019-cars-bangalore-10812361755/
2017 Maruti Baleno,4.59 lakh,"EMI ₹8,974/m","60,123 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-10253068758/
2024 Nissan MAGNITE,5.99 lakh,"EMI ₹10,574/m","32,396 km",Petrol,Manual,https://www.cars24.com/buy-used-nissan-magnite-2024-cars-bangalore-10278163714/
2015 Hyundai Elite i20,3.86 lakh,"EMI ₹10,165/m","1,27,892 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-bangalore-10271663747/
2022 Toyota Glanza,6.91 lakh,"EMI ₹12,206/m","42,590 km",Petrol,Auto,https://www.cars24.com/buy-used-toyota-glanza-2022-cars-bangalore-10224163707/
2018 Hyundai Verna,6.57 lakh,"EMI ₹11,598/m","47,804 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-bangalore-10224868707/
2018 Maruti Dzire,4.67 lakh,"EMI ₹8,244/m","59,430 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10264164780/
2017 Maruti Wagon R 1.0,3.12 lakh,"EMI ₹6,100/m","62,170 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-bangalore-10222960730/
2014 Honda City,3.97 lakh,"EMI ₹13,186/m","78,218 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10219004765/
2020 MG HECTOR,9.80 lakh,"EMI ₹16,786/m","50,707 km",Petrol,Manual,https://www.cars24.com/buy-used-mg-hector-2020-cars-bangalore-10218562706/
2017 Honda Jazz,4.79 lakh,"EMI ₹9,365/m","22,732 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10216064710/
2015 Maruti Alto K10,2.60 lakh,"EMI ₹6,847/m","36,595 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-bangalore-10214265706/
2014 Hyundai i20,3.18 lakh,"EMI ₹10,562/m","70,783 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-bangalore-10442267731/
2021 Hyundai NEW I20,6.34 lakh,"EMI ₹11,192/m","71,679 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-bangalore-10224763749/
2022 Tata ALTROZ,6.27 lakh,"EMI ₹11,068/m","23,180 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-altroz-2022-cars-bangalore-10232462733/
2016 Maruti Ciaz,5.05 lakh,"EMI ₹11,233/m","39,726 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-bangalore-10211464701/
2023 Hyundai EXTER,7.01 lakh,"EMI ₹12,375/m","39,143 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-exter-2023-cars-bangalore-10288463744/
2022 Mahindra XUV300,7.18 lakh,"EMI ₹15,972/m","1,02,803 km",Diesel,Manual,https://www.cars24.com/buy-used-mahindra-xuv300-2022-cars-bangalore-10235267722/
2021 Hyundai VENUE,6.44 lakh,"EMI ₹11,368/m","56,990 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-bangalore-10299767746/
2024 Hyundai VENUE,9.25 lakh,"EMI ₹15,838/m","7,699 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-venue-2024-cars-bangalore-10270260705/
2016 Mahindra Kuv100,2.63 lakh,"EMI ₹5,850/m","94,762 km",Petrol,Manual,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-bangalore-10297264745/
2018 Honda BR-V,6.35 lakh,"EMI ₹11,209/m","45,187 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-br-v-2018-cars-bangalore-10239968724/
2018 Honda Amaze,3.42 lakh,"EMI ₹6,037/m","41,380 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-amaze-2018-cars-bangalore-27115867734/
2012 Maruti Ritz,2.34 lakh,"EMI ₹20,791/m","91,756 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ritz-2012-cars-bangalore-10288966795/
2016 Honda City,4.73 lakh,"EMI ₹10,522/m","1,19,796 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10255769731/
2016 Hyundai Elite i20,5.19 lakh,"EMI ₹11,545/m","49,920 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-bangalore-10219165701/
2019 Hyundai Creta,7.70 lakh,"EMI ₹13,593/m","92,653 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-bangalore-10202864740/
2019 KIA SELTOS,8.83 lakh,"EMI ₹19,199/m","1,06,763 km",Diesel,Manual,https://www.cars24.com/buy-used-kia-seltos-2019-cars-bangalore-13120564723/
2016 Maruti Celerio,2.80 lakh,"EMI ₹6,228/m","1,08,045 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-bangalore-10145766782/
2019 Ford Ecosport,5.78 lakh,"EMI ₹10,203/m","76,453 km",Petrol,Manual,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10248008767/
2021 Mahindra Thar,10.61 lakh,"EMI ₹18,167/m","34,841 km",Petrol,Auto,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-bangalore-10221369731/
2016 Mahindra XUV500,5.29 lakh,"EMI ₹13,931/m","1,25,455 km",Diesel,Manual,https://www.cars24.com/buy-used-mahindra-xuv500-2016-cars-bangalore-10221166712/
2019 Maruti Dzire,5.25 lakh,"EMI ₹9,268/m","51,962 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-bangalore-10200368716/
2018 Maruti Dzire,4.56 lakh,"EMI ₹8,050/m","41,090 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-bangalore-10250563784/
2016 Maruti Swift,4.03 lakh,"EMI ₹8,965/m","67,832 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-swift-2016-cars-bangalore-10277065748/
2018 Jeep Compass,9.24 lakh,"EMI ₹17,587/m","76,986 km",Diesel,Manual,https://www.cars24.com/buy-used-jeep-compass-2018-cars-bangalore-10235566735/
2017 Honda Amaze,2.90 lakh,"EMI ₹6,451/m","1,29,943 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-amaze-2017-cars-bangalore-11279069724/
2012 Maruti Ertiga,4.17 lakh,N/A,"93,510 km",Diesel,Manual,https://www.cars24.com/buy-used-maruti-ertiga-2012-cars-bangalore-10264363746/
2017 Volkswagen Polo,5.18 lakh,"EMI ₹10,127/m","40,889 km",Petrol,Manual,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-bangalore-10203567730/
2021 Hyundai VENUE,8.10 lakh,"EMI ₹13,869/m","40,062 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-bangalore-10279505783/
2019 Hyundai Verna,6.60 lakh,"EMI ₹14,681/m","1,03,405 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-bangalore-10292963702/
2019 BMW X1,17.24 lakh,"EMI ₹29,519/m","87,219 km",Diesel,Auto,https://www.cars24.com/buy-used-bmw-x1-2019-cars-bangalore-16522564750/
2013 Maruti Zen Estilo,1.60 lakh,"EMI ₹7,532/m","63,257 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-zen-estilo-2013-cars-bangalore-10219461701/
2021 Maruti Swift,4.88 lakh,"EMI ₹8,615/m","53,495 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-swift-2021-cars-bangalore-24966109769/
