name,price,emi,kilometer,fuel,transmission,link
2016 Honda Amaze,2.93 lakh,"EMI ₹6,518/m","50,715 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-amaze-2016-cars-mumbai-10322961732/
2015 Maruti Wagon R 1.0,2.52 lakh,"EMI ₹11,863/m","38,588 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-mumbai-10397564709/
2015 Hyundai Grand i10,2.77 lakh,"EMI ₹7,294/m","83,924 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-12860865728/
2024 Maruti IGNIS,4.45 lakh,"EMI ₹7,855/m","13,875 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ignis-2024-cars-mumbai-20101866730/
2014 Maruti Swift,2.56 lakh,"EMI ₹8,503/m","78,090 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-swift-2014-cars-mumbai-10407067784/
2022 Maruti Dzire,5.74 lakh,"EMI ₹10,133/m","44,306 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-dzire-2022-cars-mumbai-10335663744/
2015 Hyundai Xcent,2.68 lakh,"EMI ₹7,057/m","86,802 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-mumbai-10316566725/
2018 Maruti Ertiga,5.89 lakh,"EMI ₹13,102/m","1,06,659 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-mumbai-10337768746/
2022 KIA CARENS,12.60 lakh,"EMI ₹21,574/m","70,208 km",Diesel,Manual,https://www.cars24.com/buy-used-kia-carens-2022-cars-mumbai-10386063749/
2020 KIA SELTOS,7.92 lakh,"EMI ₹13,981/m","52,675 km",Petrol,Manual,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-12701263745/
2017 Volkswagen Vento,4.49 lakh,"EMI ₹8,778/m","57,727 km",Petrol,Auto,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-mumbai-10350762723/
2013 Honda Amaze,2.81 lakh,"EMI ₹24,967/m","60,079 km",Diesel,Manual,https://www.cars24.com/buy-used-honda-amaze-2013-cars-mumbai-10320468776/
2014 Skoda Rapid,2.84 lakh,"EMI ₹9,426/m","76,222 km",Petrol,Auto,https://www.cars24.com/buy-used-skoda-rapid-2014-cars-mumbai-10319265707/
2022 Tata Tiago,4.43 lakh,"EMI ₹7,820/m","95,093 km",CNG,Manual,https://www.cars24.com/buy-used-tata-tiago-2022-cars-mumbai-10399862723/
2018 Skoda Superb,7.97 lakh,"EMI ₹14,069/m","77,473 km",Petrol,Auto,https://www.cars24.com/buy-used-skoda-superb-2018-cars-mumbai-10362402704/
2018 Honda City,4.65 lakh,"EMI ₹8,209/m","55,761 km",Petrol,Manual,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-10370166744/
2013 Skoda Rapid,2.30 lakh,"EMI ₹10,827/m","11,245 km",Petrol,Manual,https://www.cars24.com/buy-used-skoda-rapid-2013-cars-mumbai-10381167717/
2015 Volkswagen Vento,3.55 lakh,"EMI ₹9,349/m","57,611 km",Petrol,Manual,https://www.cars24.com/buy-used-volkswagen-vento-2015-cars-mumbai-10302364738/
2015 Volkswagen Polo,3.33 lakh,"EMI ₹8,769/m","1,08,230 km",Petrol,Auto,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-mumbai-10351367744/
2018 Maruti Wagon R 1.0,3.03 lakh,"EMI ₹6,740/m","79,896 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-mumbai-10339462706/
2013 Volkswagen Polo,2.80 lakh,"EMI ₹13,181/m","83,713 km",Petrol,Auto,https://www.cars24.com/buy-used-volkswagen-polo-2013-cars-mumbai-10370265750/
2017 Skoda Superb,8.87 lakh,"EMI ₹16,883/m","59,773 km",Petrol,Auto,https://www.cars24.com/buy-used-skoda-superb-2017-cars-mumbai-10359662727/
2023 Hyundai GRAND I10 NIOS,4.96 lakh,"EMI ₹8,756/m","68,629 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2023-cars-mumbai-10813066733/
2015 Volkswagen Polo,2.79 lakh,"EMI ₹7,347/m","30,256 km",Petrol,Manual,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-mumbai-10335863786/
2017 Renault Duster,4.53 lakh,"EMI ₹8,856/m","42,070 km",Petrol,Auto,https://www.cars24.com/buy-used-renault-duster-2017-cars-mumbai-10383663741/
2015 Maruti Wagon R 1.0,2.40 lakh,"EMI ₹11,298/m","66,748 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-mumbai-10331366728/
2019 Honda City,6.59 lakh,"EMI ₹11,633/m","50,231 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2019-cars-mumbai-10309061769/
2016 Maruti Ertiga,5.00 lakh,"EMI ₹11,122/m","31,566 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-mumbai-10350046778/
2019 Maruti XL6,7.40 lakh,"EMI ₹13,063/m","94,065 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-mumbai-10349560760/
2020 KIA SELTOS,8.73 lakh,"EMI ₹14,948/m","52,482 km",Diesel,Manual,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-10337562740/
2020 Hyundai VENUE,6.10 lakh,"EMI ₹10,768/m","56,796 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-10307563702/
2019 Maruti Ciaz,5.15 lakh,"EMI ₹9,091/m","69,792 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-mumbai-10340862786/
2017 Toyota Innova Crysta,14.01 lakh,"EMI ₹30,461/m","77,856 km",Diesel,Manual,https://www.cars24.com/buy-used-toyota-innova-crysta-2017-cars-mumbai-10389668705/
2022 Renault Kiger,5.34 lakh,"EMI ₹9,427/m","24,402 km",Petrol,Manual,https://www.cars24.com/buy-used-renault-kiger-2022-cars-mumbai-22131261722/
2014 Maruti Wagon R 1.0,2.13 lakh,"EMI ₹18,943/m","78,033 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-mumbai-10310263724/
2014 Volkswagen Polo,3.56 lakh,"EMI ₹11,824/m","71,060 km",Petrol,Auto,https://www.cars24.com/buy-used-volkswagen-polo-2014-cars-mumbai-10321165787/
2016 Ford Figo Aspire,2.64 lakh,"EMI ₹5,873/m","63,068 km",Petrol,Manual,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-mumbai-10312067736/
2020 Honda City,7.70 lakh,"EMI ₹13,593/m","77,892 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2020-cars-mumbai-10307962706/
2019 Maruti New Wagon-R,3.65 lakh,"EMI ₹6,443/m","31,966 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-mumbai-20562567735/
2015 Skoda Rapid,2.35 lakh,"EMI ₹6,188/m","86,889 km",Petrol,Manual,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-mumbai-10376862735/
2019 MG HECTOR,8.15 lakh,"EMI ₹13,955/m","87,111 km",Diesel,Manual,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10352764708/
2013 Honda Amaze,2.44 lakh,"EMI ₹11,486/m","44,601 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-amaze-2013-cars-mumbai-10336167723/
